isolate,state_loc_cont,countryCode,country,state,county,fieldCode,continent,GPC_coordinate,year,putativeSpp,qPCRAssay,storeSlant,storeFreezer,storeCryogenic,storeBin,identifiedSpp,seqEF,seqIGS,seqRPB2,seqBin,SSR43,SSR12,SSR93,SSR83,SSR4,SSR15,SSR99,SSR48,SSR38,SSR80,SSR59,SSR10
MITU-G4,Michigan_MITU_NorAm,USA,UnitedStates,Michigan,Tuscola,MITU,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,284,232,187,204,249
MITU-G5,Michigan_MITU_NorAm,USA,UnitedStates,Michigan,Tuscola,MITU,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,278,232,166,204,243
MITU-G6,Michigan_MITU_NorAm,USA,UnitedStates,Michigan,Tuscola,MITU,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,210,166,219,205,215,234,278,232,187,204,246
MITU-G7,Michigan_MITU_NorAm,USA,UnitedStates,Michigan,Tuscola,MITU,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,215,234,278,232,187,204,246
DBP27R11,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2013,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
DBP27R13,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2013,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
DBP28R13,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2013,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,284,232,187,204,246
DBP29R9,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2013,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
DBP30R3,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2013,F. virguliforme,,,,,,,,,,,143,214,166,219,205,212,234,278,232,187,204,249
DBP30R4,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2013,F. virguliforme,,,,,,,,,,,143,210,166,219,203,212,234,284,232,187,204,246
DBP30R5,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2013,F. virguliforme,,,,,,,,,,,191,210,166,219,203,209,234,260,232,187,204,246
DBP30R6,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2013,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,243
DBP30R7,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2013,F. virguliforme,,,,,,,,,,,0,212,166,219,205,215,234,278,232,187,204,246
MIVB-A1,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-A2,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,243
MIVB-A3,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,186,166,219,205,212,234,278,232,187,204,246
MIVB-A4,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,210,166,219,203,209,234,278,208,190,204,207
MIVB-A5,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,140,208,166,219,205,212,234,278,232,187,204,246
MIVB-A6,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,212,224,190,231,205,212,210,290,244,163,204,228
MIVB-A7,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-B1,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-B2,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,243
MIVB-B3,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,186,166,219,205,212,234,278,232,187,204,246
MIVB-B4,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,222,243
MIVB-B5,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,203,210,193,219,203,218,234,278,202,235,210,231
MIVB-B7,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,249
MIVB-C1,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,243
MIVB-C2,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-C3,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,243
MIVB-C4,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,243
MIVB-C5,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,203,210,193,219,203,218,234,278,202,235,210,231
MIVB-C6,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,252
MIVB-C7,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,161,234,278,232,187,204,243
MIVB-D1,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,225,205,212,234,278,232,187,204,216
MIVB-D2,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-D3,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,243
MIVB-D4,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-D5,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,205,216,243
MIVB-D6,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,194,212,166,219,203,209,234,272,232,190,204,243
MIVB-D7,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-E1,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,216
MIVB-E2,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,243
MIVB-E3,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-E4,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,284,232,187,204,246
MIVB-E5,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-E6,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,204,261
MIVB-F1,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,240,272,232,187,204,246
MIVB-F2,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,210,243
MIVB-F3,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-F4,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-F5,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,284,232,187,204,246
MIVB-F6,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-F7,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,186,278,232,190,204,276
MIVB-G1,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,243
MIVB-G2,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,243
MIVB-G3,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-G5,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
MIVB-G6,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,222,243
MIVB-G7,Michigan_MIVB_NorAm,USA,UnitedStates,Michigan,VanBuren,MIVB,NorthAmerica,,2012,F. virguliforme,,,,,,,,,,,224,206,193,219,203,185,174,224,202,229,210,198
32392,Wisconsin_WIGeneral_NorAm,USA,UnitedStates,Wisconsin,N/A,N/A,NorthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,215,234,278,232,187,204,243
37588,Wisconsin_WIGeneral_NorAm,USA,UnitedStates,Wisconsin,N/A,N/A,NorthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,215,234,278,232,187,204,243
Stoldt,,USA,UnitedStates,Michigan,Lapeer,ImlayCity,NorthAmerica,,2015,F. virguliforme,,,,,,,,,,,,,,,,,,,,,,
